id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"199","Sow","Samba","Samba Sow","2009-02-06","M","Non","26 Rue Blaise Diagne, Diourbel","55","Institut Aline Sitoe Diatta"
"200","Diop","Abdou","Abdou Diop","2003-10-10","M","Non","171 Avenue des Almadies, Thiès","58","Lycée El Hadji Omar Tall"
"201","Ndiaye","Cheikh","Cheikh Ndiaye","2014-01-25","M","Non","30 Rue de l'Indépendance, Kaffrine","60","École Aline Sitoe Diatta"
"202","Gueye","Astou","Astou Gueye","2003-07-20","F","Non","87 Avenue des Almadies, Kaffrine","34","Collège Léopold Sédar Senghor"
"203","Sarr","Ndeye","Ndeye Sarr","2007-11-06","F","Non","198 Avenue Blaise Diagne, Saint-Louis","76","Lycée Blaise Diagne"
"204","Faye","Mamadou","Mamadou Faye","2006-12-18","M","Non","196 Avenue des Almadies, Dakar","91","Lycée Lat Dior"
"205","Sarr","Ndeye","Ndeye Sarr","2004-11-23","F","Non","28 Boulevard Corniche, Ziguinchor","5","Collège Blaise Diagne"
"206","Gueye","Yacine","Yacine Gueye","2011-02-24","F","Non","177 Boulevard Léopold Sédar Senghor, Tambacounda","72","École Aline Sitoe Diatta"
"207","Fall","Modou","Modou Fall","2016-01-13","M","Non","38 Avenue de la République, Sédhiou","1","Collège Cheikh Anta Diop"
"208","Kane","Rama","Rama Kane","2016-03-03","F","Non","75 Boulevard de la République, Saint-Louis","27","Collège Blaise Diagne"
"209","Ba","Ndeye","Ndeye Ba","2013-02-02","F","Non","24 Avenue Blaise Diagne, Fatick","20","Collège Mariama Ba"
"210","Diagne","Dieynaba","Dieynaba Diagne","2007-11-03","F","Non","100 Boulevard de la République, Kaffrine","2","Lycée Cheikh Anta Diop"
"211","Faye","Baba","Baba Faye","2005-04-03","M","Oui","67 Rue de la République, Kolda","77","École Blaise Diagne"
"212","Fall","Demba","Demba Fall","2011-04-03","M","Non","15 Avenue Léopold Sédar Senghor, Kaolack","86","Institut Cheikh Anta Diop"
"213","Diagne","Mariam","Mariam Diagne","2013-03-15","F","Non","60 Avenue de la République, Kaffrine","56","École Maba Diakhou Ba"
"214","Gueye","Astou","Astou Gueye","2013-11-17","F","Non","127 Rue de l'Indépendance, Louga","81","École Léopold Sédar Senghor"
"215","Diagne","Khady","Khady Diagne","2015-11-27","F","Non","124 Rue de la République, Kolda","29","École Maba Diakhou Ba"
"216","Diagne","Fatou","Fatou Diagne","2010-12-21","F","Non","13 Rue Corniche, Thiès","35","École Léopold Sédar Senghor"
"217","Seck","Cheikh","Cheikh Seck","2005-07-23","M","Non","63 Rue Corniche, Kaolack","11","Lycée El Hadji Omar Tall"
"218","Faye","Seynabou","Seynabou Faye","2016-07-13","F","Non","87 Avenue de l'Indépendance, Kolda","29","École Maba Diakhou Ba"
"219","Kane","Awa","Awa Kane","2013-10-01","F","Oui","16 Boulevard Corniche, Kaffrine","34","Collège Léopold Sédar Senghor"
"220","Diallo","Rama","Rama Diallo","2014-03-24","F","Oui","114 Avenue de l'Indépendance, Kaffrine","56","École Maba Diakhou Ba"
"221","Mbaye","Babacar","Babacar Mbaye","2017-06-19","M","Non","114 Boulevard Blaise Diagne, Ziguinchor","80","Lycée Blaise Diagne"
"222","Ba","Khady","Khady Ba","2014-04-20","F","Non","69 Rue de la République, Sédhiou","33","Collège Maba Diakhou Ba"
"223","Mbaye","Binta","Binta Mbaye","2007-04-12","F","Non","75 Rue Léopold Sédar Senghor, Kédougou","57","École Maba Diakhou Ba"
"224","Ndiaye","Awa","Awa Ndiaye","2005-03-13","F","Non","134 Rue de l'Indépendance, Kaolack","75","École El Hadji Omar Tall"
"225","Ba","Khady","Khady Ba","2013-09-13","F","Non","105 Avenue de la République, Kaolack","11","Lycée El Hadji Omar Tall"
"226","Ba","Khady","Khady Ba","2003-04-02","F","Non","54 Avenue des Almadies, Tambacounda","72","École Aline Sitoe Diatta"
"227","Tall","Coumba","Coumba Tall","2006-02-18","F","Non","90 Boulevard Corniche, Kaffrine","34","Collège Léopold Sédar Senghor"
"228","Cisse","Mariam","Mariam Cisse","2014-09-27","F","Non","112 Avenue Corniche, Sédhiou","19","École Blaise Diagne"
"229","Tall","Moussa","Moussa Tall","2004-04-06","M","Non","19 Boulevard des Almadies, Ziguinchor","65","Institut Maba Diakhou Ba"
"230","Diagne","Mamadou","Mamadou Diagne","2003-06-14","M","Non","49 Boulevard des Almadies, Louga","81","École Léopold Sédar Senghor"
"231","Diop","Mamadou","Mamadou Diop","2005-08-27","M","Non","69 Rue Blaise Diagne, Kaffrine","87","École Blaise Diagne"
"232","Cisse","Demba","Demba Cisse","2005-12-24","M","Non","113 Avenue Blaise Diagne, Kaolack","41","Collège Maba Diakhou Ba"
"233","Diop","Khady","Khady Diop","2013-04-19","F","Non","65 Boulevard de la République, Kédougou","40","École Mariama Ba"
"234","Ndiaye","Baba","Baba Ndiaye","2005-01-11","M","Non","131 Avenue Blaise Diagne, Kaolack","45","Collège Cheikh Anta Diop"
"235","Ndour","Alioune","Alioune Ndour","2003-04-28","M","Non","128 Boulevard Corniche, Kédougou","68","Institut El Hadji Omar Tall"
"236","Kane","Mamadou","Mamadou Kane","2013-02-21","M","Non","137 Boulevard Léopold Sédar Senghor, Kolda","77","École Blaise Diagne"
"237","Cisse","Dieynaba","Dieynaba Cisse","2003-04-03","F","Non","97 Boulevard de l'Indépendance, Diourbel","55","Institut Aline Sitoe Diatta"
"238","Diallo","Ndeye","Ndeye Diallo","2008-06-20","F","Oui","83 Rue de l'Indépendance, Kédougou","53","École Cheikh Anta Diop"
"239","Thiam","Ibrahima","Ibrahima Thiam","2008-10-20","M","Non","196 Boulevard des Almadies, Kédougou","53","École Cheikh Anta Diop"
"240","Sarr","Assane","Assane Sarr","2009-03-26","M","Non","19 Boulevard de la République, Kaolack","41","Collège Maba Diakhou Ba"
"241","Gueye","Demba","Demba Gueye","2012-12-26","M","Non","120 Avenue de l'Indépendance, Matam","96","École Aline Sitoe Diatta"
"242","Diouf","Rokhaya","Rokhaya Diouf","2013-07-10","F","Non","120 Rue Blaise Diagne, Matam","85","Lycée Lat Dior"
"243","Sow","Khady","Khady Sow","2009-08-02","F","Non","21 Rue Corniche, Thiès","64","École Léopold Sédar Senghor"
"244","Sarr","Khady","Khady Sarr","2014-01-11","F","Non","120 Rue de la République, Diourbel","16","Lycée El Hadji Omar Tall"
"245","Ly","Babacar","Babacar Ly","2014-05-12","M","Non","199 Rue de l'Indépendance, Dakar","69","Collège Léopold Sédar Senghor"
"246","Ba","Pape","Pape Ba","2011-08-22","M","Non","117 Boulevard de la République, Diourbel","44","Institut Léopold Sédar Senghor"
"247","Diouf","Binta","Binta Diouf","2009-06-09","F","Non","145 Rue de la République, Ziguinchor","65","Institut Maba Diakhou Ba"
"248","Kane","Coumba","Coumba Kane","2009-10-12","F","Non","179 Rue des Almadies, Tambacounda","14","École Blaise Diagne"
"249","Gueye","Baba","Baba Gueye","2007-01-08","M","Non","3 Boulevard des Almadies, Sédhiou","59","École Cheikh Anta Diop"
"250","Gueye","Babacar","Babacar Gueye","2006-09-09","M","Non","18 Avenue Léopold Sédar Senghor, Louga","81","École Léopold Sédar Senghor"
"251","Mbaye","Baba","Baba Mbaye","2004-12-14","M","Non","67 Avenue de la République, Kédougou","40","École Mariama Ba"
"252","Ndour","Ndeye","Ndeye Ndour","2007-10-11","F","Oui","89 Avenue de la République, Kaolack","45","Collège Cheikh Anta Diop"
"253","Gueye","Seynabou","Seynabou Gueye","2008-10-11","F","Non","45 Boulevard de l'Indépendance, Kédougou","68","Institut El Hadji Omar Tall"
"254","Sow","Baba","Baba Sow","2005-07-03","M","Non","60 Boulevard Blaise Diagne, Diourbel","8","École El Hadji Omar Tall"
"255","Ndiaye","Khady","Khady Ndiaye","2014-05-27","F","Non","101 Boulevard Blaise Diagne, Fatick","62","École Maba Diakhou Ba"
"256","Diop","Dieynaba","Dieynaba Diop","2014-02-28","F","Non","52 Rue de la République, Thiès","48","Lycée Cheikh Anta Diop"
"257","Tall","Coumba","Coumba Tall","2004-03-06","F","Non","162 Rue Léopold Sédar Senghor, Tambacounda","72","École Aline Sitoe Diatta"
"258","Diagne","Aminata","Aminata Diagne","2010-11-13","F","Non","84 Boulevard des Almadies, Ziguinchor","84","Collège Maba Diakhou Ba"
"259","Kane","Moussa","Moussa Kane","2004-10-12","M","Oui","26 Rue Blaise Diagne, Ziguinchor","84","Collège Maba Diakhou Ba"
"260","Seck","Maimouna","Maimouna Seck","2003-11-05","F","Non","34 Boulevard des Almadies, Thiès","36","École Cheikh Anta Diop"
"261","Tall","Maimouna","Maimouna Tall","2006-12-07","F","Non","193 Avenue Léopold Sédar Senghor, Kolda","77","École Blaise Diagne"
"262","Cisse","Baba","Baba Cisse","2005-02-15","M","Non","26 Avenue Blaise Diagne, Tambacounda","14","École Blaise Diagne"
"263","Ndiaye","Mariam","Mariam Ndiaye","2009-12-05","F","Non","1 Rue Blaise Diagne, Kédougou","68","Institut El Hadji Omar Tall"
"264","Sow","Babacar","Babacar Sow","2010-12-12","M","Non","24 Avenue Blaise Diagne, Ziguinchor","70","Collège Lat Dior"
"265","Sow","Fatou","Fatou Sow","2015-01-15","F","Non","47 Avenue Corniche, Kaffrine","87","École Blaise Diagne"
"266","Ba","Abdou","Abdou Ba","2004-11-19","M","Non","155 Rue des Almadies, Kolda","25","Collège Blaise Diagne"
"267","Tall","Dieynaba","Dieynaba Tall","2005-12-14","F","Non","185 Avenue Blaise Diagne, Kaolack","75","École El Hadji Omar Tall"
"268","Ba","Assane","Assane Ba","2004-07-14","M","Non","141 Avenue Blaise Diagne, Thiès","36","École Cheikh Anta Diop"
"269","Diop","Babacar","Babacar Diop","2011-02-20","M","Non","169 Avenue Léopold Sédar Senghor, Kédougou","18","Institut Aline Sitoe Diatta"
"270","Ly","Yacine","Yacine Ly","2014-04-08","F","Non","85 Boulevard de l'Indépendance, Ziguinchor","5","Collège Blaise Diagne"
"271","Seck","Binta","Binta Seck","2010-01-04","F","Non","189 Avenue Blaise Diagne, Diourbel","16","Lycée El Hadji Omar Tall"
"272","Diop","Rokhaya","Rokhaya Diop","2003-10-15","F","Non","42 Avenue Blaise Diagne, Thiès","36","École Cheikh Anta Diop"
"273","Ndiaye","Mamadou","Mamadou Ndiaye","2008-01-13","M","Non","1 Boulevard de la République, Kédougou","31","Institut Mariama Ba"
"274","Faye","Babacar","Babacar Faye","2005-02-23","M","Non","186 Avenue des Almadies, Diourbel","17","École Léopold Sédar Senghor"
"275","Mbaye","Yacine","Yacine Mbaye","2005-03-15","F","Non","158 Rue des Almadies, Diourbel","16","Lycée El Hadji Omar Tall"
"276","Tall","Modou","Modou Tall","2004-06-25","M","Non","190 Boulevard Léopold Sédar Senghor, Diourbel","8","École El Hadji Omar Tall"
"277","Ba","Modou","Modou Ba","2007-03-15","M","Non","40 Rue des Almadies, Louga","28","Lycée Aline Sitoe Diatta"
"278","Cisse","Khady","Khady Cisse","2007-08-23","F","Non","10 Avenue Léopold Sédar Senghor, Sédhiou","59","École Cheikh Anta Diop"
"279","Diop","Moussa","Moussa Diop","2012-11-04","M","Non","86 Boulevard des Almadies, Dakar","82","Lycée Lat Dior"
"280","Faye","Assane","Assane Faye","2008-02-23","M","Oui","154 Boulevard Blaise Diagne, Thiès","54","Lycée Léopold Sédar Senghor"
"281","Ly","Demba","Demba Ly","2012-05-18","M","Non","148 Avenue des Almadies, Ziguinchor","84","Collège Maba Diakhou Ba"
"282","Ndour","Baba","Baba Ndour","2004-07-04","M","Non","119 Rue Corniche, Kédougou","31","Institut Mariama Ba"
"283","Ba","Seynabou","Seynabou Ba","2005-08-06","F","Non","162 Boulevard de l'Indépendance, Kaolack","94","École Mariama Ba"
"284","Ba","Aminata","Aminata Ba","2014-10-25","F","Non","63 Boulevard Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"285","Diallo","Dieynaba","Dieynaba Diallo","2008-11-25","F","Oui","8 Rue Blaise Diagne, Kaolack","78","École Blaise Diagne"
"286","Diop","Demba","Demba Diop","2012-02-22","M","Non","70 Avenue Corniche, Sédhiou","26","Lycée Blaise Diagne"
"287","Wade","Yacine","Yacine Wade","2009-11-07","F","Non","195 Rue de l'Indépendance, Kaolack","86","Institut Cheikh Anta Diop"
"288","Ba","Awa","Awa Ba","2017-10-05","F","Non","174 Avenue Corniche, Kaolack","21","Lycée Aline Sitoe Diatta"
"289","Ba","Yacine","Yacine Ba","2004-03-05","F","Non","45 Avenue Corniche, Louga","92","Institut Lat Dior"
"290","Diagne","Mamadou","Mamadou Diagne","2013-10-06","M","Non","30 Rue de la République, Sédhiou","47","Institut Aline Sitoe Diatta"
"291","Sow","Cheikh","Cheikh Sow","2006-12-07","M","Non","171 Avenue de la République, Kaolack","43","Lycée El Hadji Omar Tall"
"292","Kane","Aminata","Aminata Kane","2011-04-16","F","Non","169 Boulevard de la République, Diourbel","17","École Léopold Sédar Senghor"
"293","Fall","Ibrahima","Ibrahima Fall","2005-11-10","M","Non","120 Avenue de l'Indépendance, Ziguinchor","13","Lycée Mariama Ba"
"294","Ly","Khady","Khady Ly","2013-05-23","F","Oui","90 Avenue de l'Indépendance, Fatick","51","Institut Mariama Ba"
"295","Thiam","Ibrahima","Ibrahima Thiam","2011-02-10","M","Non","85 Rue Léopold Sédar Senghor, Ziguinchor","65","Institut Maba Diakhou Ba"
"296","Cisse","Moussa","Moussa Cisse","2015-09-18","M","Non","72 Rue Léopold Sédar Senghor, Thiès","79","Collège Lat Dior"
"297","Diallo","Ibrahima","Ibrahima Diallo","2014-07-17","M","Non","1 Boulevard Corniche, Fatick","61","Lycée Léopold Sédar Senghor"
"298","Diallo","Mariam","Mariam Diallo","2003-09-26","F","Non","188 Avenue de l'Indépendance, Thiès","79","Collège Lat Dior"
"299","Mbaye","Aminata","Aminata Mbaye","2017-04-21","F","Non","143 Boulevard Léopold Sédar Senghor, Kédougou","74","Lycée Blaise Diagne"
"300","Thiam","Maimouna","Maimouna Thiam","2003-01-12","F","Non","13 Avenue de l'Indépendance, Dakar","69","Collège Léopold Sédar Senghor"
"301","Diouf","Rama","Rama Diouf","2011-11-26","F","Non","102 Avenue Corniche, Ziguinchor","5","Collège Blaise Diagne"
"302","Gueye","Mariam","Mariam Gueye","2016-06-24","F","Non","197 Rue Léopold Sédar Senghor, Kaolack","41","Collège Maba Diakhou Ba"
"303","Wade","Modou","Modou Wade","2007-04-03","M","Non","22 Avenue Blaise Diagne, Kaolack","21","Lycée Aline Sitoe Diatta"
"304","Diagne","Seynabou","Seynabou Diagne","2013-05-24","F","Non","112 Rue de la République, Tambacounda","72","École Aline Sitoe Diatta"
"305","Diouf","Mariam","Mariam Diouf","2016-02-06","F","Non","50 Boulevard Blaise Diagne, Louga","28","Lycée Aline Sitoe Diatta"
"306","Gueye","Mamadou","Mamadou Gueye","2007-08-21","M","Non","199 Avenue de l'Indépendance, Diourbel","44","Institut Léopold Sédar Senghor"
"307","Faye","Maimouna","Maimouna Faye","2011-05-08","F","Non","154 Avenue de l'Indépendance, Diourbel","55","Institut Aline Sitoe Diatta"
"308","Mbaye","Binta","Binta Mbaye","2012-12-19","F","Non","40 Rue Léopold Sédar Senghor, Kaolack","45","Collège Cheikh Anta Diop"
"309","Ly","Maimouna","Maimouna Ly","2006-09-01","F","Non","95 Boulevard de la République, Thiès","64","École Léopold Sédar Senghor"
"310","Sow","Rama","Rama Sow","2009-08-11","F","Non","178 Rue des Almadies, Dakar","97","Institut Mariama Ba"
"311","Gueye","Dieynaba","Dieynaba Gueye","2003-08-04","F","Oui","61 Rue des Almadies, Louga","98","Collège Lat Dior"
"312","Ndour","Khady","Khady Ndour","2006-08-13","F","Non","113 Rue de la République, Kédougou","93","Institut Blaise Diagne"
"313","Diouf","Yacine","Yacine Diouf","2003-11-10","F","Non","74 Rue Léopold Sédar Senghor, Kaolack","7","Institut Mariama Ba"
"314","Diagne","Alioune","Alioune Diagne","2008-05-28","M","Oui","43 Boulevard de la République, Diourbel","8","École El Hadji Omar Tall"
"315","Ndour","Fatou","Fatou Ndour","2014-02-18","F","Non","103 Avenue de la République, Kaolack","78","École Blaise Diagne"
"316","Diallo","Binta","Binta Diallo","2017-07-27","F","Non","89 Boulevard Blaise Diagne, Kaffrine","87","École Blaise Diagne"
"317","Sarr","Moussa","Moussa Sarr","2006-01-04","M","Non","27 Boulevard des Almadies, Tambacounda","32","Lycée Aline Sitoe Diatta"
"318","Diallo","Khady","Khady Diallo","2010-10-28","F","Non","9 Boulevard Corniche, Kaolack","43","Lycée El Hadji Omar Tall"
"319","Thiam","Demba","Demba Thiam","2013-02-19","M","Non","90 Avenue de la République, Tambacounda","32","Lycée Aline Sitoe Diatta"
"320","Ndiaye","Alioune","Alioune Ndiaye","2003-02-23","M","Non","131 Rue Léopold Sédar Senghor, Dakar","69","Collège Léopold Sédar Senghor"
"321","Ndour","Abdou","Abdou Ndour","2010-01-18","M","Oui","172 Avenue des Almadies, Louga","28","Lycée Aline Sitoe Diatta"
"322","Fall","Alioune","Alioune Fall","2004-03-14","M","Oui","175 Avenue de l'Indépendance, Kaolack","21","Lycée Aline Sitoe Diatta"
"323","Sow","Rama","Rama Sow","2009-06-13","F","Oui","195 Avenue Léopold Sédar Senghor, Ziguinchor","13","Lycée Mariama Ba"
"324","Ndiaye","Rokhaya","Rokhaya Ndiaye","2006-01-21","F","Non","191 Avenue Blaise Diagne, Dakar","97","Institut Mariama Ba"
"325","Ndiaye","Assane","Assane Ndiaye","2004-04-27","M","Non","66 Boulevard des Almadies, Dakar","97","Institut Mariama Ba"
"326","Sow","Rokhaya","Rokhaya Sow","2013-02-07","F","Non","171 Boulevard de la République, Diourbel","55","Institut Aline Sitoe Diatta"
"327","Ly","Maimouna","Maimouna Ly","2007-04-04","F","Non","200 Boulevard Blaise Diagne, Tambacounda","32","Lycée Aline Sitoe Diatta"
"328","Ndiaye","Rama","Rama Ndiaye","2009-10-18","F","Non","198 Boulevard Corniche, Saint-Louis","10","École Léopold Sédar Senghor"
"329","Ly","Baba","Baba Ly","2010-05-26","M","Non","134 Avenue Corniche, Kaffrine","60","École Aline Sitoe Diatta"
"330","Kane","Cheikh","Cheikh Kane","2004-10-08","M","Oui","32 Rue de l'Indépendance, Kolda","25","Collège Blaise Diagne"
"331","Diagne","Baba","Baba Diagne","2007-06-18","M","Non","129 Boulevard Léopold Sédar Senghor, Dakar","97","Institut Mariama Ba"
"332","Fall","Amadou","Amadou Fall","2016-01-24","M","Oui","106 Boulevard de l'Indépendance, Kédougou","57","École Maba Diakhou Ba"
"333","Fall","Amadou","Amadou Fall","2013-10-03","M","Non","92 Rue Corniche, Dakar","69","Collège Léopold Sédar Senghor"
"334","Kane","Ibrahima","Ibrahima Kane","2012-06-03","M","Oui","26 Boulevard Léopold Sédar Senghor, Thiès","79","Collège Lat Dior"
"335","Fall","Modou","Modou Fall","2005-01-13","M","Non","130 Boulevard des Almadies, Kaffrine","34","Collège Léopold Sédar Senghor"
"336","Ndour","Awa","Awa Ndour","2013-09-18","F","Non","57 Avenue des Almadies, Tambacounda","37","Lycée Maba Diakhou Ba"
"337","Gueye","Ndeye","Ndeye Gueye","2008-09-07","F","Non","140 Boulevard Corniche, Kaffrine","67","Collège Blaise Diagne"
"338","Faye","Rama","Rama Faye","2005-08-25","F","Non","78 Avenue de la République, Thiès","54","Lycée Léopold Sédar Senghor"
"339","Wade","Demba","Demba Wade","2010-02-19","M","Non","65 Avenue de la République, Saint-Louis","76","Lycée Blaise Diagne"
"340","Ba","Cheikh","Cheikh Ba","2015-08-09","M","Non","116 Boulevard Corniche, Kaffrine","100","Lycée Mariama Ba"
"341","Fall","Amadou","Amadou Fall","2003-03-26","M","Oui","11 Boulevard de la République, Kaolack","86","Institut Cheikh Anta Diop"
"342","Faye","Baba","Baba Faye","2013-03-03","M","Non","119 Rue de l'Indépendance, Fatick","22","École El Hadji Omar Tall"
"343","Mbaye","Binta","Binta Mbaye","2004-07-13","F","Oui","20 Avenue de la République, Fatick","49","Institut Maba Diakhou Ba"
"344","Thiam","Babacar","Babacar Thiam","2017-03-07","M","Oui","27 Avenue Blaise Diagne, Thiès","64","École Léopold Sédar Senghor"
"345","Ndour","Binta","Binta Ndour","2006-05-15","F","Non","95 Boulevard des Almadies, Kédougou","31","Institut Mariama Ba"
"346","Ly","Binta","Binta Ly","2017-10-12","F","Non","105 Avenue Léopold Sédar Senghor, Sédhiou","47","Institut Aline Sitoe Diatta"
"347","Diop","Alioune","Alioune Diop","2006-08-02","M","Non","186 Boulevard de l'Indépendance, Kédougou","74","Lycée Blaise Diagne"
"348","Gueye","Assane","Assane Gueye","2017-05-15","M","Non","164 Rue Corniche, Fatick","22","École El Hadji Omar Tall"
"349","Wade","Demba","Demba Wade","2014-06-27","M","Non","133 Avenue de la République, Diourbel","89","Lycée Blaise Diagne"
