id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"203","Ndiaye","Seynabou","Seynabou Ndiaye","Sciences Physiques","seynabou.ndiaye@écolecheikhantadiop.sn","F","52","École Cheikh Anta Diop"
"204","Faye","Babacar","Babacar Faye","Arabe","babacar.faye@collègelatdior.sn","M","90","Collège Lat Dior"
"205","Ba","Moussa","Moussa Ba","Informatique","moussa.ba@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"206","Wade","Yacine","Yacine Wade","Arts","yacine.wade@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"207","Mbaye","Cheikh","Cheikh Mbaye","Français","cheikh.mbaye@institutmabadiakhouba.sn","M","49","Institut Maba Diakhou Ba"
"208","Thiam","Astou","Astou Thiam","Informatique","astou.thiam@lycéelatdior.sn","F","42","Lycée Lat Dior"
"209","Seck","Dieynaba","Dieynaba Seck","Français","dieynaba.seck@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"210","Kane","Awa","Awa Kane","Arts","awa.kane@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"211","Ly","Cheikh","Cheikh Ly","Arabe","cheikh.ly@collègelatdior.sn","M","70","Collège Lat Dior"
"212","Diallo","Moussa","Moussa Diallo","Français","moussa.diallo@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"213","Diop","Seynabou","Seynabou Diop","Anglais","seynabou.diop@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"214","Diouf","Baba","Baba Diouf","Sciences Physiques","baba.diouf@écolemabadiakhouba.sn","M","56","École Maba Diakhou Ba"
"215","Tall","Abdou","Abdou Tall","Histoire-Géographie","abdou.tall@lycéealinesitoediatta.sn","M","63","Lycée Aline Sitoe Diatta"
"216","Diop","Rama","Rama Diop","Arabe","rama.diop@écolemabadiakhouba.sn","F","57","École Maba Diakhou Ba"
"217","Ba","Astou","Astou Ba","Sciences Physiques","astou.ba@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"218","Diop","Dieynaba","Dieynaba Diop","Éducation Physique","dieynaba.diop@collègelatdior.sn","F","79","Collège Lat Dior"
"219","Seck","Pape","Pape Seck","Sciences Naturelles","pape.seck@lycéecheikhantadiop.sn","M","48","Lycée Cheikh Anta Diop"
"220","Ndiaye","Samba","Samba Ndiaye","Sciences Physiques","samba.ndiaye@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"221","Cisse","Mamadou","Mamadou Cisse","Histoire-Géographie","mamadou.cisse@institutlatdior.sn","M","95","Institut Lat Dior"
"222","Tall","Alioune","Alioune Tall","Français","alioune.tall@institutalinesitoediatta.sn","M","18","Institut Aline Sitoe Diatta"
"223","Diouf","Samba","Samba Diouf","Arabe","samba.diouf@collègemariamaba.sn","M","66","Collège Mariama Ba"
"224","Diop","Moussa","Moussa Diop","Informatique","moussa.diop@collègecheikhantadiop.sn","M","1","Collège Cheikh Anta Diop"
"225","Diouf","Khady","Khady Diouf","Sciences Physiques","khady.diouf@écolemabadiakhouba.sn","F","57","École Maba Diakhou Ba"
"226","Ba","Coumba","Coumba Ba","Mathématiques","coumba.ba@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"227","Thiam","Assane","Assane Thiam","Français","assane.thiam@institutalinesitoediatta.sn","M","47","Institut Aline Sitoe Diatta"
"228","Sarr","Assane","Assane Sarr","Arabe","assane.sarr@lycéeléopoldsédarsenghor.sn","M","54","Lycée Léopold Sédar Senghor"
"229","Kane","Rokhaya","Rokhaya Kane","Histoire-Géographie","rokhaya.kane@lycéeblaisediagne.sn","F","26","Lycée Blaise Diagne"
"230","Mbaye","Modou","Modou Mbaye","Sciences Physiques","modou.mbaye@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"231","Kane","Mamadou","Mamadou Kane","Sciences Physiques","mamadou.kane@lycéeelhadjiomartall.sn","M","58","Lycée El Hadji Omar Tall"
"232","Gueye","Demba","Demba Gueye","Sciences Naturelles","demba.gueye@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"233","Diallo","Awa","Awa Diallo","Arts","awa.diallo@collègemariamaba.sn","F","20","Collège Mariama Ba"
"234","Gueye","Cheikh","Cheikh Gueye","Mathématiques","cheikh.gueye@écoleelhadjiomartall.sn","M","75","École El Hadji Omar Tall"
"235","Thiam","Assane","Assane Thiam","Mathématiques","assane.thiam@écolemabadiakhouba.sn","M","9","École Maba Diakhou Ba"
"236","Faye","Rokhaya","Rokhaya Faye","Mathématiques","rokhaya.faye@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"237","Thiam","Assane","Assane Thiam","Mathématiques","assane.thiam@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"238","Sow","Awa","Awa Sow","Histoire-Géographie","awa.sow@lycéeblaisediagne.sn","F","80","Lycée Blaise Diagne"
"239","Diallo","Samba","Samba Diallo","Éducation Physique","samba.diallo@collègemariamaba.sn","M","66","Collège Mariama Ba"
"240","Ba","Abdou","Abdou Ba","Sciences Physiques","abdou.ba@lycéelatdior.sn","M","42","Lycée Lat Dior"
"241","Diop","Coumba","Coumba Diop","Mathématiques","coumba.diop@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"242","Diagne","Modou","Modou Diagne","Arts","modou.diagne@institutmariamaba.sn","M","97","Institut Mariama Ba"
"243","Kane","Binta","Binta Kane","Informatique","binta.kane@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"244","Diouf","Rokhaya","Rokhaya Diouf","Éducation Physique","rokhaya.diouf@collègelatdior.sn","F","70","Collège Lat Dior"
"245","Faye","Aminata","Aminata Faye","Éducation Physique","aminata.faye@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"246","Ba","Astou","Astou Ba","Histoire-Géographie","astou.ba@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"247","Ndour","Maimouna","Maimouna Ndour","Sciences Physiques","maimouna.ndour@collègelatdior.sn","F","90","Collège Lat Dior"
"248","Ndiaye","Ibrahima","Ibrahima Ndiaye","Informatique","ibrahima.ndiaye@lycéelatdior.sn","M","42","Lycée Lat Dior"
"249","Ba","Rama","Rama Ba","Mathématiques","rama.ba@collègeblaisediagne.sn","F","5","Collège Blaise Diagne"
"250","Ly","Yacine","Yacine Ly","Informatique","yacine.ly@collègelatdior.sn","F","70","Collège Lat Dior"
"251","Seck","Binta","Binta Seck","Arabe","binta.seck@écoleléopoldsédarsenghor.sn","F","35","École Léopold Sédar Senghor"
"252","Ndour","Seynabou","Seynabou Ndour","Anglais","seynabou.ndour@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"253","Kane","Coumba","Coumba Kane","Anglais","coumba.kane@institutmariamaba.sn","F","7","Institut Mariama Ba"
"254","Ba","Modou","Modou Ba","Mathématiques","modou.ba@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"255","Tall","Coumba","Coumba Tall","Mathématiques","coumba.tall@lycéealinesitoediatta.sn","F","28","Lycée Aline Sitoe Diatta"
"256","Cisse","Coumba","Coumba Cisse","Éducation Physique","coumba.cisse@lycéeelhadjiomartall.sn","F","30","Lycée El Hadji Omar Tall"
"257","Faye","Khady","Khady Faye","Mathématiques","khady.faye@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"258","Fall","Babacar","Babacar Fall","Sciences Physiques","babacar.fall@institutléopoldsédarsenghor.sn","M","88","Institut Léopold Sédar Senghor"
"259","Wade","Coumba","Coumba Wade","Français","coumba.wade@collègemariamaba.sn","F","50","Collège Mariama Ba"
"260","Ndour","Cheikh","Cheikh Ndour","Arabe","cheikh.ndour@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"261","Gueye","Mamadou","Mamadou Gueye","Sciences Naturelles","mamadou.gueye@collègelatdior.sn","M","79","Collège Lat Dior"
"262","Mbaye","Alioune","Alioune Mbaye","Histoire-Géographie","alioune.mbaye@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"263","Mbaye","Binta","Binta Mbaye","Français","binta.mbaye@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"264","Seck","Modou","Modou Seck","Histoire-Géographie","modou.seck@écoleblaisediagne.sn","M","87","École Blaise Diagne"
"265","Mbaye","Modou","Modou Mbaye","Français","modou.mbaye@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"266","Diallo","Mamadou","Mamadou Diallo","Éducation Physique","mamadou.diallo@institutmariamaba.sn","M","31","Institut Mariama Ba"
"267","Fall","Alioune","Alioune Fall","Éducation Physique","alioune.fall@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"268","Thiam","Rokhaya","Rokhaya Thiam","Français","rokhaya.thiam@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"269","Cisse","Rama","Rama Cisse","Arabe","rama.cisse@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"270","Tall","Rokhaya","Rokhaya Tall","Sciences Naturelles","rokhaya.tall@écolealinesitoediatta.sn","F","60","École Aline Sitoe Diatta"
"271","Diallo","Ndeye","Ndeye Diallo","Sciences Naturelles","ndeye.diallo@collègeblaisediagne.sn","F","27","Collège Blaise Diagne"
"272","Ndour","Baba","Baba Ndour","Arabe","baba.ndour@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"273","Ndour","Binta","Binta Ndour","Français","binta.ndour@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"274","Ndour","Pape","Pape Ndour","Mathématiques","pape.ndour@écolecheikhantadiop.sn","M","59","École Cheikh Anta Diop"
"275","Sow","Ousmane","Ousmane Sow","Arts","ousmane.sow@écoleblaisediagne.sn","M","77","École Blaise Diagne"
"276","Seck","Maimouna","Maimouna Seck","Sciences Naturelles","maimouna.seck@écolemariamaba.sn","F","40","École Mariama Ba"
"277","Ndour","Rama","Rama Ndour","Arabe","rama.ndour@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"278","Ndiaye","Ibrahima","Ibrahima Ndiaye","Informatique","ibrahima.ndiaye@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"279","Diouf","Mamadou","Mamadou Diouf","Éducation Physique","mamadou.diouf@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"280","Fall","Pape","Pape Fall","Éducation Physique","pape.fall@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"281","Tall","Mariam","Mariam Tall","Français","mariam.tall@institutmariamaba.sn","F","97","Institut Mariama Ba"
"282","Ndour","Baba","Baba Ndour","Arts","baba.ndour@collègelatdior.sn","M","90","Collège Lat Dior"
"283","Ly","Aminata","Aminata Ly","Éducation Physique","aminata.ly@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"284","Sow","Ndeye","Ndeye Sow","Arabe","ndeye.sow@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"285","Diop","Maimouna","Maimouna Diop","Français","maimouna.diop@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"286","Diallo","Khady","Khady Diallo","Sciences Physiques","khady.diallo@écoleléopoldsédarsenghor.sn","F","10","École Léopold Sédar Senghor"
"287","Ba","Modou","Modou Ba","Arabe","modou.ba@lycéealinesitoediatta.sn","M","32","Lycée Aline Sitoe Diatta"
"288","Ndiaye","Yacine","Yacine Ndiaye","Anglais","yacine.ndiaye@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"289","Sarr","Fatou","Fatou Sarr","Histoire-Géographie","fatou.sarr@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"290","Sow","Awa","Awa Sow","Informatique","awa.sow@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"291","Ndour","Coumba","Coumba Ndour","Éducation Physique","coumba.ndour@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"292","Sarr","Samba","Samba Sarr","Français","samba.sarr@institutmabadiakhouba.sn","M","65","Institut Maba Diakhou Ba"
"293","Faye","Cheikh","Cheikh Faye","Sciences Naturelles","cheikh.faye@écoleblaisediagne.sn","M","14","École Blaise Diagne"
"294","Diouf","Dieynaba","Dieynaba Diouf","Arts","dieynaba.diouf@lycéecheikhantadiop.sn","F","6","Lycée Cheikh Anta Diop"
"295","Ndour","Baba","Baba Ndour","Anglais","baba.ndour@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"296","Ndiaye","Assane","Assane Ndiaye","Sciences Physiques","assane.ndiaye@écolemabadiakhouba.sn","M","9","École Maba Diakhou Ba"
"297","Ba","Rama","Rama Ba","Arabe","rama.ba@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"298","Ly","Samba","Samba Ly","Informatique","samba.ly@institutelhadjiomartall.sn","M","68","Institut El Hadji Omar Tall"
"299","Tall","Mamadou","Mamadou Tall","Éducation Physique","mamadou.tall@écolemabadiakhouba.sn","M","62","École Maba Diakhou Ba"
"300","Ndour","Khady","Khady Ndour","Arts","khady.ndour@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"301","Ba","Astou","Astou Ba","Sciences Physiques","astou.ba@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"302","Diop","Coumba","Coumba Diop","Anglais","coumba.diop@écolecheikhantadiop.sn","F","23","École Cheikh Anta Diop"
"303","Ly","Aminata","Aminata Ly","Sciences Physiques","aminata.ly@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"304","Gueye","Modou","Modou Gueye","Anglais","modou.gueye@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"305","Thiam","Baba","Baba Thiam","Anglais","baba.thiam@écolemariamaba.sn","M","40","École Mariama Ba"
"306","Seck","Fatou","Fatou Seck","Informatique","fatou.seck@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"307","Ba","Babacar","Babacar Ba","Arabe","babacar.ba@institutlatdior.sn","M","3","Institut Lat Dior"
"308","Kane","Mariam","Mariam Kane","Mathématiques","mariam.kane@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"309","Ndour","Ousmane","Ousmane Ndour","Arts","ousmane.ndour@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"310","Thiam","Rama","Rama Thiam","Sciences Naturelles","rama.thiam@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"311","Ba","Amadou","Amadou Ba","Français","amadou.ba@collègelatdior.sn","M","70","Collège Lat Dior"
"312","Diallo","Mariam","Mariam Diallo","Informatique","mariam.diallo@écoleléopoldsédarsenghor.sn","F","64","École Léopold Sédar Senghor"
"313","Sarr","Dieynaba","Dieynaba Sarr","Histoire-Géographie","dieynaba.sarr@collègemariamaba.sn","F","66","Collège Mariama Ba"
"314","Sarr","Ousmane","Ousmane Sarr","Sciences Naturelles","ousmane.sarr@lycéeléopoldsédarsenghor.sn","M","61","Lycée Léopold Sédar Senghor"
"315","Kane","Astou","Astou Kane","Histoire-Géographie","astou.kane@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"316","Faye","Modou","Modou Faye","Sciences Physiques","modou.faye@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"317","Wade","Binta","Binta Wade","Histoire-Géographie","binta.wade@écolemabadiakhouba.sn","F","29","École Maba Diakhou Ba"
"318","Sow","Alioune","Alioune Sow","Mathématiques","alioune.sow@collègelatdior.sn","M","90","Collège Lat Dior"
"319","Gueye","Yacine","Yacine Gueye","Histoire-Géographie","yacine.gueye@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"320","Cisse","Babacar","Babacar Cisse","Anglais","babacar.cisse@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"321","Ndiaye","Rama","Rama Ndiaye","Français","rama.ndiaye@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"322","Ba","Coumba","Coumba Ba","Arts","coumba.ba@collègelatdior.sn","F","98","Collège Lat Dior"
"323","Thiam","Mariam","Mariam Thiam","Informatique","mariam.thiam@écolemariamaba.sn","F","40","École Mariama Ba"
"324","Sarr","Coumba","Coumba Sarr","Arabe","coumba.sarr@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"325","Ndiaye","Demba","Demba Ndiaye","Arabe","demba.ndiaye@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"326","Ndiaye","Baba","Baba Ndiaye","Arabe","baba.ndiaye@collègelatdior.sn","M","79","Collège Lat Dior"
"327","Tall","Samba","Samba Tall","Informatique","samba.tall@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"328","Fall","Fatou","Fatou Fall","Arts","fatou.fall@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"329","Diallo","Moussa","Moussa Diallo","Anglais","moussa.diallo@écolecheikhantadiop.sn","M","53","École Cheikh Anta Diop"
"330","Ly","Abdou","Abdou Ly","Arts","abdou.ly@lycéealinesitoediatta.sn","M","32","Lycée Aline Sitoe Diatta"
"331","Sarr","Seynabou","Seynabou Sarr","Arts","seynabou.sarr@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"332","Fall","Mariam","Mariam Fall","Histoire-Géographie","mariam.fall@écoleblaisediagne.sn","F","14","École Blaise Diagne"
"333","Seck","Dieynaba","Dieynaba Seck","Arts","dieynaba.seck@lycéemariamaba.sn","F","100","Lycée Mariama Ba"
"334","Mbaye","Babacar","Babacar Mbaye","Mathématiques","babacar.mbaye@collègelatdior.sn","M","79","Collège Lat Dior"
"335","Cisse","Mariam","Mariam Cisse","Éducation Physique","mariam.cisse@lycéeblaisediagne.sn","F","74","Lycée Blaise Diagne"
"336","Cisse","Seynabou","Seynabou Cisse","Informatique","seynabou.cisse@écoleblaisediagne.sn","F","19","École Blaise Diagne"
"337","Ndour","Ndeye","Ndeye Ndour","Éducation Physique","ndeye.ndour@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"338","Mbaye","Modou","Modou Mbaye","Éducation Physique","modou.mbaye@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"339","Fall","Abdou","Abdou Fall","Informatique","abdou.fall@lycéecheikhantadiop.sn","M","83","Lycée Cheikh Anta Diop"
"340","Fall","Mamadou","Mamadou Fall","Arabe","mamadou.fall@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"341","Thiam","Samba","Samba Thiam","Mathématiques","samba.thiam@lycéeléopoldsédarsenghor.sn","M","54","Lycée Léopold Sédar Senghor"
"342","Wade","Astou","Astou Wade","Histoire-Géographie","astou.wade@collègeblaisediagne.sn","F","67","Collège Blaise Diagne"
"343","Mbaye","Mariam","Mariam Mbaye","Sciences Naturelles","mariam.mbaye@institutalinesitoediatta.sn","F","55","Institut Aline Sitoe Diatta"
"344","Faye","Seynabou","Seynabou Faye","Informatique","seynabou.faye@collègelatdior.sn","F","90","Collège Lat Dior"
"345","Diagne","Modou","Modou Diagne","Français","modou.diagne@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"346","Ba","Seynabou","Seynabou Ba","Histoire-Géographie","seynabou.ba@écoleléopoldsédarsenghor.sn","F","10","École Léopold Sédar Senghor"
"347","Mbaye","Pape","Pape Mbaye","Éducation Physique","pape.mbaye@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"348","Tall","Abdou","Abdou Tall","Arts","abdou.tall@lycéeblaisediagne.sn","M","39","Lycée Blaise Diagne"
"349","Diouf","Demba","Demba Diouf","Informatique","demba.diouf@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"350","Seck","Dieynaba","Dieynaba Seck","Français","dieynaba.seck@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"351","Faye","Fatou","Fatou Faye","Sciences Physiques","fatou.faye@écolecheikhantadiop.sn","F","23","École Cheikh Anta Diop"
"352","Diouf","Ousmane","Ousmane Diouf","Sciences Physiques","ousmane.diouf@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"353","Wade","Amadou","Amadou Wade","Arts","amadou.wade@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"354","Ly","Alioune","Alioune Ly","Sciences Physiques","alioune.ly@écolemariamaba.sn","M","94","École Mariama Ba"
"355","Kane","Cheikh","Cheikh Kane","Histoire-Géographie","cheikh.kane@collègemariamaba.sn","M","66","Collège Mariama Ba"
"356","Diallo","Pape","Pape Diallo","Mathématiques","pape.diallo@collègelatdior.sn","M","90","Collège Lat Dior"
"357","Gueye","Alioune","Alioune Gueye","Informatique","alioune.gueye@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"358","Thiam","Binta","Binta Thiam","Sciences Physiques","binta.thiam@écoleblaisediagne.sn","F","19","École Blaise Diagne"
"359","Gueye","Dieynaba","Dieynaba Gueye","Histoire-Géographie","dieynaba.gueye@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"360","Ndiaye","Awa","Awa Ndiaye","Français","awa.ndiaye@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"361","Ndiaye","Maimouna","Maimouna Ndiaye","Français","maimouna.ndiaye@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
